Time Range,Flag,Geartype,Vessel IDs,Vessel Presence Hours
2024-02-03,TWN,,11,149.00
2024-02-27,DNK,,16,155.00
2024-02-27,VUT,,3,58.00
2024-02-27,NIU,,5,57.00
2024-02-28,COK,,3,56.00
2024-02-10,KEN,,1,1.00
2024-02-13,TUV,,6,115.00
2024-02-11,TZA,,5,52.00
2024-02-02,KHM,,2,7.00
2024-03-02,GRC,,35,525.00
2024-03-04,IRN,,6,77.00
2024-02-20,HRV,,1,23.00
2024-02-17,BRB,,3,63.00
2024-02-25,LKA,,1,24.00
2024-03-05,IND,,9,83.00
2024-03-02,LBY,,1,2.00
2024-02-17,HRV,,1,23.00
2024-02-21,VUT,,1,24.00
2024-03-06,BLZ,,24,448.00
2024-03-06,KWT,,2,8.00
2024-02-09,CYP,,35,501.00
2024-02-24,TUR,,1,7.00
2024-02-15,POL,,1,6.00
2024-02-21,BRB,,4,27.00
2024-02-07,DEU,,4,28.00
2024-02-01,DJI,,1,12.00
2024-02-10,GUY,,1,3.00
2024-02-11,POL,,1,6.00
2024-02-21,TGO,,2,47.00
2024-02-06,RUS,,1,8.00
2024-02-22,BEL,,4,68.00
2024-02-02,BRB,,2,14.00
2024-02-25,CAF,,1,2.00
2024-02-03,ATG,,10,184.00
2024-02-18,ESP,,1,24.00
2024-02-25,PHL,,9,159.00
2024-02-28,CPV,,5,41.00
2024-02-28,KWT,,1,13.00
2024-02-18,DMA,,2,2.00
2024-02-01,HRV,,1,22.00
2024-02-08,LUX,,3,53.00
2024-02-19,MDA,,1,2.00
2024-02-19,PLW,,4,86.00
2024-02-10,FRA,,4,64.00
2024-03-05,BGD,,10,167.00
2024-03-04,MNP,,1,18.00
2024-03-05,VCT,,2,47.00
2024-03-03,SAU,,9,61.00
2024-03-01,BIH,,1,1.00
2024-02-05,ATG,,9,132.00
2024-02-14,BRA,,2,30.00
2024-02-07,EGY,,1,24.00
2024-02-22,LSO,,1,16.00
2024-02-17,JOR,,1,24.00
2024-03-05,SOM,,1,2.00
2024-03-06,KNA,,4,76.00
2024-03-08,GNQ,,2,48.00
2024-02-10,MYS,,106,1279.00
2024-02-08,VUT,,2,26.00
2024-02-06,IRN,,11,121.00
2024-02-13,GRC,,19,373.00
2024-02-04,ITA,,2,43.00
2024-02-16,KNA,,3,45.00
2024-02-04,NOR,,13,190.00
2024-02-04,SMR,,1,19.00
2024-02-07,ZAF,,1,9.00
2024-02-09,CMR,,3,22.00
2024-02-16,TZA,,8,55.00
2024-02-28,LKA,,1,24.00
2024-02-21,KNA,,3,48.00
2024-02-05,GIB,,3,63.00
2024-03-02,CHE,,2,27.00
2024-02-21,LIE,,1,21.00
2024-03-04,ATG,,7,111.00
2024-02-13,GIB,,1,24.00
2024-02-19,NPL,,1,19.00
2024-02-05,NLD,,10,193.00
2024-02-15,PNG,,1,13.00
2024-02-02,BES,,1,24.00
2024-02-04,COK,,5,75.00
2024-02-20,DEU,,3,49.00
2024-02-24,TWN,,10,139.00
2024-02-15,BRN,,1,1.00
2024-02-17,BRN,,2,3.00
2024-02-20,NIU,,4,65.00
2024-02-26,PLW,,5,99.00
2024-02-27,ERI,,2,35.00
2024-02-14,LUX,,5,95.00
2024-02-17,MNG,,7,56.00
2024-02-24,NRU,,1,24.00
2024-02-27,SMR,,1,24.00
2024-02-05,KWT,,2,31.00
2024-02-21,FJI,,1,1.00
2024-03-04,NZL,,1,7.00
2024-03-05,FJI,,2,4.00
2024-02-02,PRT,,15,271.00
2024-02-20,TWN,,12,162.00
2024-02-08,VCT,,3,51.00
2024-02-03,BRB,,3,28.00
2024-02-24,KNA,,3,56.00
2024-02-14,MDV,,1,19.00
2024-02-19,ZAF,,1,9.00
2024-02-25,BRB,,3,44.00
2024-02-05,SMR,,1,20.00
2024-02-26,STP,,1,24.00
2024-02-27,BRA,,1,12.00
2024-02-26,MDV,,1,9.00
2024-02-16,LBY,,1,14.00
2024-02-06,LUX,,3,72.00
2024-02-03,ERI,,1,23.00
2024-02-02,BEL,,2,24.00
2024-02-16,QAT,,1,21.00
2024-03-02,BRN,,1,3.00
2024-02-25,BIH,,1,2.00
2024-03-04,GAB,,3,71.00
2024-03-07,LUX,,4,74.00
2024-03-08,KIR,,2,37.00
2024-02-15,MHL,,223,3618.00
2024-02-06,CHN,,107,1842.00
2024-02-10,GRC,,17,274.00
2024-02-25,TWN,,10,146.00
2024-02-03,IND,,6,36.00
2024-02-10,COK,,3,72.00
2024-02-04,ZAF,,1,21.00
2024-02-19,BRN,,2,16.00
2024-02-05,KIR,,1,13.00
2024-02-10,PHL,,4,71.00
2024-02-29,CHN,,127,2093.00
2024-02-29,FJI,,3,22.00
2024-02-09,URY,,3,3.00
2024-02-13,QAT,,1,21.00
2024-03-03,GNQ,,2,48.00
2024-03-02,POL,,3,7.00
2024-02-17,SMR,,1,24.00
2024-02-10,JOR,,1,24.00
2024-03-03,LSO,,1,16.00
2024-03-06,GNB,,2,17.00
2024-03-07,BRB,,5,92.00
2024-03-06,DJI,,1,9.00
2024-03-07,SLE,,12,141.00
2024-02-07,BRB,,2,11.00
2024-02-02,KNA,,3,54.00
2024-02-05,BEL,,4,69.00
2024-02-11,CMR,,2,25.00
2024-02-10,CYM,,12,175.00
2024-02-06,ESP,,1,7.00
2024-02-09,LBY,,1,17.00
2024-02-11,RUS,,2,7.00
2024-02-20,KHM,,1,15.00
2024-02-25,BRN,,2,26.00
2024-02-21,ESP,,1,14.00
2024-02-23,ESP,,1,4.00
2024-02-04,MUS,,1,24.00
2024-02-09,SWE,,2,26.00
2024-02-06,GAB,,3,72.00
2024-02-16,LKA,,1,24.00
2024-03-03,DEU,,3,48.00
2024-02-19,VUT,,2,28.00
2024-03-05,NPL,,1,11.00
2024-03-06,LIE,,1,9.00
2024-03-08,BOL,,1,12.00
2024-02-03,BHS,,42,652.00
2024-02-21,ATG,,7,116.00
2024-02-18,PHL,,7,100.00
2024-02-14,ITA,,4,11.00
2024-02-04,VCT,,5,100.00
2024-02-21,SWE,,1,10.00
2024-02-23,COM,,1,12.00
2024-02-11,ZAF,,1,9.00
2024-02-28,TZA,,5,71.00
2024-02-27,RUS,,1,3.00
2024-03-05,ATG,,5,35.00
2024-03-04,VCT,,2,48.00
2024-02-16,CPV,,3,24.00
2024-02-25,NZL,,1,1.00
2024-02-19,SMR,,1,24.00
2024-03-03,ALB,,1,8.00
2024-03-07,MNP,,1,1.00
2024-03-06,BOL,,1,3.00
2024-03-07,NZL,,1,2.00
2024-02-17,HKG,,226,3373.00
2024-02-12,MHL,,241,3851.00
2024-02-05,POL,,1,7.00
2024-02-02,PNG,,1,24.00
2024-02-01,BMU,,10,134.00
2024-02-15,TUR,,1,16.00
2024-02-02,VNM,,62,1014.00
2024-02-07,BES,,2,19.00
2024-02-13,TUR,,1,16.00
2024-02-20,ATG,,5,75.00
2024-02-18,CMR,,1,3.00
2024-02-25,ETH,,1,4.00
2024-02-08,SMR,,1,24.00
2024-02-29,MHL,,219,3263.00
2024-02-19,BES,,2,29.00
2024-02-21,LBY,,1,3.00
2024-02-11,NIU,,3,50.00
2024-02-01,VCT,,5,101.00
2024-03-03,BRB,,2,40.00
2024-03-02,AUS,,8,58.00
2024-03-03,BLZ,,24,458.00
2024-02-20,IRQ,,1,6.00
2024-02-05,ALB,,1,24.00
2024-02-10,LSO,,1,3.00
2024-03-05,PLW,,4,64.00
2024-03-04,TGO,,1,19.00
2024-03-08,LSO,,1,16.00
2024-02-09,BHS,,40,607.00
2024-02-10,MHL,,275,3981.00
2024-02-29,PRT,,20,336.00
2024-02-15,KNA,,1,24.00
2024-02-25,KIR,,1,24.00
2024-03-04,FRA,,7,56.00
2024-02-18,LIE,,1,1.00
2024-03-03,DJI,,1,7.00
2024-03-02,MNP,,1,13.00
2024-02-13,LBR,,322,5198.00
2024-02-01,LBR,,323,4959.00
2024-02-21,TWN,,9,140.00
2024-02-13,CYM,,8,136.00
2024-02-01,SLE,,15,131.00
2024-02-19,IRN,,8,142.00
2024-02-15,ITA,,2,14.00
2024-02-08,LVA,,1,1.00
2024-02-08,GAB,,4,87.00
2024-02-19,QAT,,1,22.00
2024-02-28,IND,,5,63.00
2024-02-07,GNQ,,2,48.00
2024-02-16,NIU,,3,48.00
2024-03-02,NPL,,1,8.00
2024-02-05,BRA,,1,2.00
2024-03-06,VNM,,88,1352.00
2024-03-06,EGY,,1,17.00
2024-02-05,SOM,,1,2.00
2024-02-14,THA,,15,197.00
2024-02-24,CHN,,130,1988.00
2024-02-24,IND,,6,74.00
2024-02-20,BGD,,20,313.00
2024-02-02,DJI,,1,10.00
2024-02-02,SMR,,1,4.00
2024-02-09,ZAF,,1,9.00
2024-02-02,TGO,,1,2.00
2024-02-07,SWZ,,1,13.00
2024-02-20,BES,,2,14.00
2024-02-28,BES,,2,8.00
2024-02-29,GUY,,1,9.00
2024-02-29,LKA,,1,24.00
2024-03-05,MLT,,69,929.00
2024-03-04,CHN,,130,2196.00
2024-03-04,PHL,,7,79.00
2024-03-01,COK,,5,91.00
2024-03-02,QAT,,1,24.00
2024-03-04,LIE,,1,22.00
2024-03-06,LBY,,1,5.00
2024-03-07,STP,,1,16.00
2024-02-13,BHS,,35,559.00
2024-02-02,HKG,,216,3211.00
2024-02-19,LBR,,320,5170.00
2024-02-20,THA,,33,455.00
2024-02-05,VNM,,70,1001.00
2024-02-08,ARG,,1,1.00
2024-02-08,ITA,,3,40.00
2024-02-07,RUS,,1,18.00
2024-02-22,LKA,,1,24.00
2024-02-06,CAN,,1,6.00
2024-02-26,BRN,,2,6.00
2024-02-27,JOR,,1,24.00
2024-02-02,HRV,,1,1.00
2024-02-09,KIR,,1,4.00
2024-02-16,VUT,,2,32.00
2024-03-01,ALB,,2,7.00
2024-03-03,PLW,,5,97.00
2024-02-01,NCL,,1,6.00
2024-03-07,BOL,,1,13.00
2024-02-17,GIB,,1,5.00
2024-02-12,ESP,,1,5.00
2024-02-05,PNG,,1,21.00
2024-02-20,GRC,,25,400.00
2024-02-14,DMA,,2,16.00
2024-02-18,IRN,,7,86.00
2024-02-18,RUS,,3,59.00
2024-02-02,CYM,,6,122.00
2024-02-28,ITA,,1,15.00
2024-02-12,GNQ,,2,48.00
2024-02-15,LBY,,1,3.00
2024-02-19,KHM,,1,3.00
2024-02-19,ERI,,1,24.00
2024-02-17,MDV,,1,10.00
2024-02-04,BHS,,39,646.00
2024-02-12,TWN,,13,184.00
2024-02-08,COM,,1,5.00
2024-02-12,CYM,,9,159.00
2024-02-08,DJI,,2,16.00
2024-02-22,GAB,,4,66.00
2024-02-10,SYC,,1,8.00
2024-02-24,KHM,,1,24.00
2024-02-14,TUR,,1,4.00
2024-02-06,SMR,,1,21.00
2024-02-17,BEL,,4,67.00
2024-02-26,BES,,1,24.00
2024-02-27,SOM,,1,1.00
2024-02-11,DMA,,1,9.00
2024-03-05,TUR,,3,31.00
2024-03-02,COK,,5,101.00
2024-03-04,DMA,,1,5.00
2024-03-03,QAT,,1,24.00
2024-03-06,HRV,,1,14.00
2024-02-19,IDN,,5667,78777.00
2024-02-18,FRO,,10,56.00
2024-02-13,HKG,,184,2749.00
2024-02-16,BEL,,6,86.00
2024-02-10,BRB,,2,27.00
2024-02-13,DNK,,17,177.00
2024-02-05,ESP,,1,1.00
2024-02-17,RUS,,3,67.00
2024-02-09,SLV,,1,2.00
2024-02-27,MDV,,1,11.00
2024-02-21,BEL,,2,10.00
2024-02-06,LBY,,1,7.00
2024-02-13,MUS,,1,24.00
2024-02-19,STP,,1,2.00
2024-02-18,LKA,,1,23.00
2024-02-14,VUT,,1,24.00
2024-03-01,BES,,1,24.00
2024-03-04,GNQ,,2,48.00
2024-03-06,ZAF,,1,23.00
2024-03-06,MUS,,1,24.00
2024-03-08,IRL,,1,8.00
2024-03-08,IRN,,15,182.00
2024-02-17,MHL,,224,3708.00
2024-02-10,BHS,,37,621.00
2024-02-02,POL,,1,3.00
2024-02-05,IND,,9,102.00
2024-02-07,FRA,,4,33.00
2024-02-10,DEU,,8,95.00
2024-02-23,SAU,,4,48.00
2024-02-22,THA,,21,302.00
2024-02-03,DMA,,1,3.00
2024-02-03,ZAF,,1,18.00
2024-02-20,ESP,,1,21.00
2024-02-29,PHL,,12,225.00
2024-02-29,IND,,2,34.00
2024-02-27,KWT,,2,23.00
2024-02-29,KWT,,1,20.00
2024-02-21,NRU,,1,24.00
2024-02-24,SWE,,1,9.00
2024-02-18,TUR,,1,24.00
2024-02-27,LKA,,1,24.00
2024-02-26,LKA,,1,24.00
2024-02-20,ERI,,1,24.00
2024-02-07,LIE,,1,24.00
2024-03-03,DMA,,1,3.00
2024-02-18,CAF,,1,2.00
2024-02-11,IDN,,5454,78145.00
2024-02-14,BLZ,,30,517.00
2024-02-03,IRN,,10,152.00
2024-02-22,KWT,,4,53.00
2024-02-07,STP,,1,24.00
2024-02-08,SWE,,1,6.00
2024-02-03,TGO,,1,12.00
2024-02-20,BRN,,1,18.00
2024-02-09,FJI,,1,8.00
2024-02-02,KIR,,2,33.00
2024-02-18,MUS,,1,24.00
2024-02-19,HRV,,1,23.00
2024-03-05,BES,,1,22.00
2024-02-11,PCN,,1,13.00
2024-03-02,ERI,,1,24.00
2024-03-06,GBR,,35,450.00
2024-03-07,HRV,,1,18.00
2024-02-16,GRC,,20,258.00
2024-02-15,GRC,,15,226.00
2024-02-06,CMR,,3,25.00
2024-02-15,DMA,,1,2.00
2024-02-08,GUY,,1,16.00
2024-02-22,ESP,,1,10.00
2024-02-07,BOL,,1,4.00
2024-02-10,MUS,,1,24.00
2024-02-03,NIU,,2,25.00
2024-02-22,LIE,,1,9.00
2024-02-16,JOR,,1,24.00
2024-03-06,BHS,,37,640.00
2024-02-21,IDN,,5719,80092.00
2024-02-14,POL,,1,8.00
2024-02-13,SMR,,1,17.00
2024-02-21,CMR,,1,5.00
2024-02-23,ZAF,,1,6.00
2024-02-21,STP,,1,16.00
2024-02-03,LUX,,4,90.00
2024-03-05,LBR,,314,5095.00
2024-03-05,,,1087,6066.00
2024-03-03,ITA,,2,21.00
2024-03-03,JPN,,40,620.00
2024-03-03,BES,,2,40.00
2024-02-16,MNE,,1,20.00
2024-02-21,IRQ,,1,6.00
2024-03-08,LUX,,4,88.00
2024-02-13,CHN,,146,2436.00
2024-02-07,PNG,,1,18.00
2024-02-23,KWT,,3,27.00
2024-02-06,BRB,,1,17.00
2024-02-11,MMR,,1,1.00
2024-02-25,PLW,,6,77.00
2024-02-09,PRK,,1,1.00
2024-02-24,LKA,,1,24.00
2024-02-26,KOR,,27,433.00
2024-02-26,MNP,,1,4.00
2024-03-01,PRT,,20,348.00
2024-03-04,HND,,1,15.00
2024-03-08,SAU,,6,75.00
2024-02-14,CPV,,5,42.00
2024-02-01,MLT,,62,922.00
2024-02-24,LBR,,298,4728.00
2024-02-08,AUS,,11,123.00
2024-02-05,DJI,,2,39.00
2024-02-10,NCL,,11,19.00
2024-02-17,TUR,,1,9.00
2024-02-09,NIU,,5,76.00
2024-02-06,EGY,,2,34.00
2024-02-04,EGY,,1,2.00
2024-02-16,PAK,,1,4.00
2024-02-16,WLF,,1,2.00
2024-02-26,QAT,,1,24.00
2024-02-25,GIB,,1,21.00
2024-02-05,NZL,,2,3.00
2024-02-04,LSO,,1,13.00
2024-03-07,CHN,,135,2055.00
2024-03-06,DMA,,1,2.00
2024-02-19,MDV,,1,12.00
2024-02-09,AUS,,11,137.00
2024-02-19,THA,,26,381.00
2024-02-06,COM,,1,5.00
2024-02-21,BES,,1,24.00
2024-02-19,GAB,,3,55.00
2024-02-09,LVA,,1,14.00
2024-02-05,VCT,,5,89.00
2024-02-26,BHS,,43,596.00
2024-02-26,IDN,,5549,77091.00
2024-02-27,MNG,,12,198.00
2024-02-26,NZL,,1,3.00
2024-02-24,DMA,,1,4.00
2024-02-25,MUS,,1,24.00
2024-03-01,GRC,,28,470.00
2024-02-23,RUS,,1,24.00
2024-02-11,QAT,,1,24.00
2024-03-02,GNB,,1,1.00
2024-02-03,VUT,,1,24.00
2024-02-09,ALB,,1,24.00
2024-02-24,PCN,,1,4.00
2024-02-14,LSO,,1,1.00
2024-03-06,BRB,,5,79.00
2024-02-20,GBR,,30,445.00
2024-02-18,MHL,,207,3537.00
2024-02-11,CYP,,27,367.00
2024-02-22,MYS,,97,1162.00
2024-02-23,LBY,,1,10.00
2024-02-02,FRA,,1,20.00
2024-02-23,DNK,,18,202.00
2024-02-29,MLT,,58,921.00
2024-02-26,FRO,,12,94.00
2024-02-14,MUS,,1,24.00
2024-02-14,NRU,,1,24.00
2024-02-26,ALB,,1,24.00
2024-02-23,GIB,,1,24.00
2024-03-01,CHN,,117,2038.00
2024-02-20,ALB,,1,24.00
2024-02-23,PAN,,462,7615.00
2024-02-21,MDV,,1,14.00
2024-02-16,MLT,,57,972.00
2024-02-17,LBR,,313,4888.00
2024-02-23,CHN,,129,2241.00
2024-02-08,PNG,,1,19.00
2024-02-11,ITA,,5,64.00
2024-02-08,SAU,,7,90.00
2024-02-16,COK,,7,65.00
2024-02-18,IND,,6,38.00
2024-02-09,SYC,,1,21.00
2024-02-15,MNP,,1,5.00
2024-02-09,SWZ,,1,1.00
2024-02-15,USA,,4,53.00
2024-03-04,NIU,,4,71.00
2024-03-04,TZA,,6,69.00
2024-02-02,ALB,,1,17.00
2024-02-24,JOR,,1,24.00
2024-03-07,PAN,,448,7302.00
2024-03-02,LSO,,1,2.00
2024-03-08,KOR,,37,526.00
2024-02-19,,,1080,6450.00
2024-02-06,,,888,5461.00
2024-02-04,LBR,,348,5618.00
2024-02-25,,,952,5363.00
2024-02-07,IDN,,5611,80294.00
2024-02-11,,,857,5734.00
2024-02-14,,,895,5554.00
2024-02-18,IDN,,5557,77214.00
2024-02-08,IDN,,5731,80882.00
2024-02-15,IDN,,5469,78655.00
2024-02-06,IDN,,5737,80657.00
2024-02-17,IDN,,5632,79252.00
2024-02-14,IDN,,5389,75258.00
2024-02-02,BHS,,38,557.00
2024-02-09,HKG,,180,2670.00
2024-02-03,MHL,,252,3955.00
2024-02-25,FRO,,13,109.00
2024-02-03,CYP,,40,512.00
2024-02-01,SGP,,324,4296.00
2024-02-06,BMU,,6,81.00
2024-02-24,MYS,,113,1439.00
2024-02-12,HKG,,172,2656.00
2024-02-18,LBR,,315,5183.00
2024-02-02,SLE,,13,136.00
2024-02-09,MHL,,264,3985.00
2024-02-16,MHL,,229,3629.00
2024-02-21,PAN,,451,7375.00
2024-02-07,SGP,,327,4296.00
2024-02-25,MHL,,255,3860.00
2024-02-14,MYS,,85,1146.00
2024-02-08,SGP,,337,4365.00
2024-02-08,MHL,,267,3788.00
2024-02-13,MNG,,11,116.00
2024-02-13,MLT,,59,843.00
2024-02-08,BRB,,3,31.00
2024-02-09,TZA,,6,82.00
2024-02-03,MLT,,61,941.00
2024-02-20,MHL,,220,3295.00
2024-02-19,BHS,,45,808.00
2024-02-18,BHS,,39,610.00
2024-02-22,CMR,,3,38.00
2024-02-18,GAB,,4,83.00
2024-02-02,GRC,,25,348.00
2024-02-05,HKG,,197,2879.00
2024-02-22,JPN,,30,443.00
2024-02-24,MLT,,61,995.00
2024-02-08,MYS,,91,1222.00
2024-02-03,SGP,,305,4517.00
2024-02-23,VNM,,61,839.00
2024-02-11,MLT,,62,716.00
2024-02-15,MLT,,59,866.00
2024-02-09,SLE,,7,140.00
2024-02-09,MLT,,62,966.00
2024-02-04,DEU,,4,55.00
2024-02-21,MNG,,9,138.00
2024-02-16,CHN,,140,2410.00
2024-02-07,CYP,,34,550.00
2024-02-21,NIU,,4,66.00
2024-02-17,VNM,,67,1059.00
2024-02-26,SGP,,283,3936.00
2024-02-29,LBR,,291,4399.00
2024-02-29,JPN,,33,503.00
2024-02-27,CHN,,125,2126.00
2024-02-28,JPN,,33,488.00
2024-02-29,PAN,,425,6691.00
2024-02-29,GRC,,28,482.00
2024-02-29,SLE,,10,123.00
2024-02-26,,,985,5817.00
2024-02-29,BRA,,1,16.00
2024-02-28,JOR,,1,24.00
2024-02-26,GIB,,1,10.00
2024-02-29,SAU,,5,37.00
2024-02-06,BEL,,4,33.00
2024-02-21,BLZ,,30,569.00
2024-02-05,DMA,,1,2.00
2024-02-08,LKA,,2,14.00
2024-02-01,MYS,,86,1215.00
2024-02-06,VNM,,63,863.00
2024-02-28,BLZ,,28,517.00
2024-02-03,KOR,,32,470.00
2024-02-22,GBR,,31,467.00
2024-02-12,IND,,7,70.00
2024-02-18,BLZ,,25,472.00
2024-02-23,KIR,,1,24.00
2024-03-03,SGP,,359,4233.00
2024-03-02,IDN,,5747,78570.00
2024-03-04,IDN,,5676,77850.00
2024-02-15,VNM,,61,1004.00
2024-02-06,LIE,,1,24.00
2024-03-04,MYS,,88,1018.00
2024-03-03,IDN,,5706,79471.00
2024-03-02,LBR,,275,4353.00
2024-03-01,MLT,,56,852.00
2024-03-04,MHL,,219,3326.00
2024-03-01,BHS,,43,727.00
2024-03-04,BMU,,7,113.00
2024-03-01,LBR,,283,4406.00
2024-03-04,KIR,,2,44.00
2024-03-04,GBR,,34,399.00
2024-03-01,KNA,,5,79.00
2024-03-03,MLT,,66,1048.00
2024-02-17,GBR,,25,368.00
2024-02-16,CYM,,6,114.00
2024-02-16,ALB,,1,24.00
2024-02-23,PCN,,1,11.00
2024-02-22,DNK,,16,234.00
2024-02-23,KOR,,30,406.00
2024-03-05,NOR,,17,324.00
2024-03-06,LBR,,308,5109.00
2024-03-06,MYS,,88,975.00
2024-03-06,HKG,,197,3141.00
2024-03-07,LBR,,298,4851.00
2024-03-06,PAN,,429,6955.00
2024-03-06,PLW,,5,95.00
2024-03-07,PLW,,3,72.00
2024-03-08,BHS,,40,612.00
2024-03-08,CYP,,34,552.00
2024-02-01,FRO,,10,63.00
2024-02-04,CPV,,6,43.00
2024-02-11,IND,,8,80.00
2024-02-25,JPN,,28,512.00
2024-02-19,TZA,,8,103.00
2024-02-19,BRB,,4,30.00
2024-02-17,PNG,,1,20.00
2024-02-13,JPN,,31,522.00
2024-02-12,NOR,,15,268.00
2024-02-25,ATG,,6,102.00
2024-02-09,BMU,,6,117.00
2024-02-15,EGY,,1,1.00
2024-02-23,FRA,,5,63.00
2024-02-14,IRN,,8,95.00
2024-02-20,KWT,,3,52.00
2024-02-07,LKA,,1,24.00
2024-02-07,NLD,,14,245.00
2024-02-18,SAU,,8,57.00
2024-02-07,THA,,25,333.00
2024-02-23,CYP,,30,447.00
2024-02-25,CYM,,9,126.00
2024-02-05,NOR,,13,202.00
2024-02-08,PHL,,7,88.00
2024-02-09,BEL,,5,83.00
2024-02-20,VNM,,59,875.00
2024-02-28,KOR,,25,396.00
2024-02-26,GNQ,,2,48.00
2024-02-25,LUX,,6,119.00
2024-02-17,PLW,,4,96.00
2024-02-02,NLD,,12,223.00
2024-02-15,THA,,13,208.00
2024-02-12,ERI,,2,34.00
2024-02-10,LIE,,1,1.00
2024-03-03,MYS,,85,1028.00
2024-03-04,SAU,,11,98.00
2024-03-05,BLZ,,23,426.00
2024-03-05,DMA,,1,5.00
2024-03-04,BLZ,,26,437.00
2024-03-02,GBR,,26,360.00
2024-02-13,CPV,,5,45.00
2024-02-17,FRA,,5,44.00
2024-02-03,AUS,,11,174.00
2024-02-05,JOR,,1,24.00
2024-02-21,SMR,,1,24.00
2024-02-23,TUV,,11,207.00
2024-03-07,KIR,,3,61.00
2024-03-06,AUS,,6,54.00
2024-03-08,SMR,,1,14.00
2024-02-25,PNG,,2,12.00
2024-02-08,USA,,6,70.00
2024-02-12,KOR,,35,530.00
2024-02-13,NLD,,11,213.00
2024-02-06,MNG,,12,131.00
2024-02-12,FRA,,5,80.00
2024-02-09,KNA,,3,49.00
2024-02-25,MNG,,13,221.00
2024-02-05,SAU,,5,55.00
2024-02-12,TGO,,2,14.00
2024-02-26,NOR,,14,224.00
2024-02-28,FRO,,13,105.00
2024-02-02,PLW,,7,154.00
2024-02-26,LSO,,1,18.00
2024-02-19,LKA,,1,24.00
2024-03-04,USA,,7,67.00
2024-03-05,KIR,,3,61.00
2024-03-02,FRO,,12,81.00
2024-02-22,JOR,,1,24.00
2024-02-24,CYM,,9,159.00
2024-03-07,SYC,,2,9.00
2024-03-06,BMU,,12,179.00
2024-03-07,LSO,,1,15.00
2024-03-08,BRA,,1,12.00
2024-03-08,BRB,,5,69.00
2024-03-08,GRC,,27,360.00
2024-03-08,NIU,,3,49.00
2024-03-08,SYC,,2,21.00
2024-02-23,FRO,,9,62.00
2024-02-12,CPV,,5,46.00
2024-02-05,BMU,,4,68.00
2024-02-11,ATG,,5,71.00
2024-02-15,PLW,,6,120.00
2024-02-20,BGR,,1,2.00
2024-02-12,STP,,2,30.00
2024-02-24,JPN,,32,559.00
2024-02-09,NCL,,5,5.00
2024-02-19,SAU,,7,43.00
2024-02-26,BMU,,7,93.00
2024-02-27,CYM,,8,117.00
2024-02-29,ARE,,1,2.00
2024-02-12,PLW,,6,109.00
2024-02-12,COK,,4,61.00
2024-02-24,TGO,,1,24.00
2024-03-03,HRV,,1,8.00
2024-03-04,IND,,7,97.00
2024-02-10,AUS,,10,111.00
2024-02-25,LSO,,1,18.00
2024-03-04,NLD,,9,147.00
2024-03-07,PNG,,1,8.00
2024-03-06,TUR,,1,15.00
2024-03-07,FRA,,6,70.00
2024-02-22,LBY,,1,11.00
2024-02-24,NIU,,3,51.00
2024-02-18,COK,,7,92.00
2024-02-08,NCL,,5,6.00
2024-02-25,NOR,,14,224.00
2024-02-13,ITA,,1,14.00
2024-02-10,NOR,,13,200.00
2024-02-22,STP,,1,8.00
2024-02-15,TUV,,9,136.00
2024-02-10,TWN,,9,164.00
2024-02-22,TWN,,11,187.00
2024-02-27,IRN,,11,129.00
2024-02-24,RUS,,1,14.00
2024-03-02,BES,,2,42.00
2024-02-05,LIE,,1,18.00
2024-03-01,ATG,,6,69.00
2024-03-07,FRO,,11,68.00
2024-02-16,POL,,1,3.00
2024-02-03,BES,,2,13.00
2024-02-24,BES,,1,2.00
2024-02-21,IRN,,8,97.00
2024-02-02,DMA,,1,2.00
2024-02-13,FRA,,4,82.00
2024-02-05,NIU,,3,40.00
2024-02-04,NIU,,2,26.00
2024-02-15,SMR,,1,23.00
2024-02-23,ATG,,6,66.00
2024-02-06,NOR,,10,120.00
2024-03-05,BEL,,4,96.00
2024-03-02,ITA,,1,7.00
2024-03-06,CYM,,5,98.00
2024-02-17,POL,,1,1.00
2024-02-09,BOL,,1,1.00
2024-02-05,BRB,,2,35.00
2024-02-23,TGO,,2,34.00
2024-02-23,EGY,,1,24.00
2024-02-24,PNG,,2,8.00
2024-02-24,GNQ,,2,48.00
2024-02-11,GNQ,,2,48.00
2024-02-20,MNG,,11,123.00
2024-02-16,NRU,,1,24.00
2024-02-01,ARE,,1,1.00
2024-02-10,ERI,,1,24.00
2024-03-05,QAT,,1,22.00
2024-03-01,BRB,,1,21.00
2024-03-03,CPV,,5,26.00
2024-02-20,CPV,,5,21.00
2024-02-08,NZL,,2,20.00
2024-02-15,AUS,,7,56.00
2024-02-07,NZL,,5,29.00
2024-02-03,ALB,,1,24.00
2024-02-02,PSE,,1,2.00
2024-02-15,MNE,,1,8.00
2024-02-10,KIR,,2,18.00
2024-02-06,LKA,,1,4.00
2024-02-11,GIN,,1,2.00
2024-02-01,MNG,,7,74.00
2024-02-07,NRU,,1,24.00
2024-02-10,STP,,1,4.00
2024-02-28,ERI,,2,36.00
2024-02-20,KIR,,2,29.00
2024-02-03,GAB,,4,76.00
2024-03-03,TUR,,3,37.00
2024-02-03,JOR,,1,24.00
2024-02-12,FRO,,9,76.00
2024-02-09,BES,,2,13.00
2024-02-21,GAB,,4,84.00
2024-02-28,BRB,,3,33.00
2024-02-08,GNQ,,2,48.00
